,Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,EngineL,CarAge,State
209,Holden,2013.0,Cruze,Hatchback,USED,Automatic,Front,Unleaded,7.4,106722.0,4,Hatchback,5,5,10800.0,1.8,11,NSW
210,Isuzu,2018.0,MU-X,SUV,USED,Automatic,Front,Diesel,8.1,72650.0,4,SUV,4,7,39880.0,3.0,6,NSW
211,Kia,2015.0,Cerato,Sedan,USED,Automatic,Front,Unleaded,7.1,123624.0,4,Sedan,4,5,14995.0,1.8,9,NSW
212,Lexus,2014.0,IS350,Sedan,USED,Automatic,Rear,Premium,9.7,155620.0,6,Sedan,4,5,27990.0,3.5,10,NSW
213,Mazda,2018.0,2,Hatchback,USED,Automatic,Front,Unleaded,4.9,53426.0,4,Hatchback,5,5,22990.0,1.5,6,NSW
214,Toyota,2009.0,Corolla,Hatchback,USED,Automatic,Front,Unleaded,7.7,114727.0,4,Hatchback,5,5,14995.0,1.8,15,NSW
215,Toyota,2016.0,Kluger,SUV,USED,Automatic,AWD,Unleaded,10.6,98983.0,6,SUV,4,7,39280.0,3.5,8,NSW
216,Volkswagen,2007.0,Golf,Hatchback,USED,Automatic,Front,Premium,8.1,160523.0,4,Hatchback,3,5,10990.0,2.0,17,NSW
217,Holden,2015.0,Commodore,Sedan,USED,Automatic,Rear,Premium,11.8,96000.0,8,Sedan,4,5,47990.0,6.0,9,NSW
218,Nissan,2016.0,X-Trail,SUV,USED,Automatic,Front,Unleaded,7.9,39397.0,4,SUV,4,5,23950.0,2.5,8,NSW
219,Hyundai,2020.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.4,54368.0,4,Hatchback,4,5,26990.0,2.0,4,NSW
220,Holden,2014.0,Cruze,Hatchback,USED,Automatic,Front,Unleaded,7.4,220683.0,4,Hatchback,5,5,7990.0,1.8,10,NSW
222,Toyota,2013.0,Camry,Sedan,USED,Automatic,Front,Unleaded,7.8,89140.0,4,Sedan,4,5,17900.0,2.5,11,NSW
223,Toyota,2013.0,Corolla,Hatchback,USED,Automatic,Front,Unleaded,6.6,149974.0,4,Hatchback,5,5,16990.0,1.8,11,NSW
224,Hyundai,2019.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.4,44879.0,4,Hatchback,4,5,26990.0,2.0,5,NSW
225,Mazda,2016.0,BT-50,Ute / Tray,USED,Automatic,4WD,Diesel,9.2,110909.0,5,Ute / Tray,4,5,34913.0,3.2,8,NSW
226,Toyota,2013.0,Corolla,Hatchback,USED,Automatic,Front,Unleaded,6.6,109519.0,4,Hatchback,5,5,19990.0,1.8,11,NSW
227,Kia,2020.0,Stinger,Sedan,USED,Automatic,Rear,Unleaded,10.2,19372.0,6,Sedan,4,5,55888.0,3.3,4,NSW
228,Toyota,2015.0,RAV4,SUV,USED,Automatic,AWD,Unleaded,8.5,155198.0,4,SUV,4,5,24950.0,2.5,9,NSW
229,Honda,2012.0,Jazz,Hatchback,USED,Automatic,Front,Unleaded,6.6,111323.0,4,Hatchback,5,5,12800.0,1.3,12,NSW
230,BMW,2017.0,430I,Hatchback,USED,Automatic,Rear,Premium,5.8,79882.0,4,Hatchback,5,5,41280.0,2.0,7,NSW
231,Volkswagen,2008.0,Golf,Hatchback,USED,Manual,Front,Premium,8.1,155839.0,4,Hatchback,5,5,13990.0,2.0,16,NSW
232,Subaru,2018.0,Outback,SUV,USED,Automatic,AWD,Unleaded,7.3,66805.0,4,SUV,4,5,33898.0,2.5,6,NSW
233,Ford,2011.0,Territory,SUV,USED,Automatic,Rear,Diesel,8.2,227646.0,6,SUV,4,5,8913.0,2.7,13,NSW
234,Kia,2013.0,RIO,Hatchback,USED,Automatic,Front,Unleaded,6.3,88465.0,4,Hatchback,5,5,14888.0,1.4,11,NSW
235,Holden,2013.0,Commodore,Sedan,USED,Automatic,Rear,Unleaded,9.5,237426.0,6,Sedan,4,5,15995.0,3.6,11,NSW
236,Toyota,1999.0,Landcruiser,Ute / Tray,USED,Manual,4WD,Diesel,0.0,41750.0,6,Ute / Tray,2,3,48999.0,4.2,25,NSW
237,Toyota,2013.0,Hilux,Ute / Tray,USED,Manual,Rear,Diesel,8.1,345194.0,4,Ute / Tray,4,5,12990.0,3.0,11,NSW
238,Toyota,2017.0,Corolla,Hatchback,USED,Automatic,Front,Unleaded,6.1,130970.0,4,Hatchback,5,5,23990.0,1.8,7,NSW
239,Honda,2016.0,Civic,Sedan,USED,Automatic,Front,Unleaded,6.0,35612.0,4,Sedan,4,5,24888.0,1.5,8,NSW
240,Audi,2013.0,A3,Hatchback,USED,Automatic,Front,Premium,6.7,148265.0,4,Hatchback,5,5,13999.0,1.8,11,NSW
241,Hyundai,2018.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.1,83494.0,4,Hatchback,4,5,27950.0,1.6,6,NSW
242,Mazda,2012.0,2,Hatchback,USED,Automatic,Front,Unleaded,6.8,85492.0,4,Hatchback,5,5,13990.0,1.5,12,NSW
243,Volkswagen,2013.0,Tiguan,SUV,USED,Automatic,AWD,Premium,8.8,126408.0,4,SUV,4,5,19999.0,2.0,11,NSW
244,Renault,2017.0,Trafic,Commercial,USED,Manual,Front,Diesel,6.2,173156.0,4,Commercial,4,3,22950.0,1.6,7,NSW
245,Peugeot,2013.0,208,Hatchback,USED,Manual,Front,Premium,5.9,78783.0,4,Hatchback,3,5,14990.0,1.6,11,NSW
246,Land,2020.0,Rover,SUV,USED,Automatic,AWD,Premium,8.1,26227.0,4,SUV,4,5,69800.0,2.0,4,NSW
247,Honda,2017.0,HR-V,SUV,USED,Automatic,Front,Unleaded,6.6,101821.0,4,SUV,4,5,20995.0,1.8,7,NSW
248,Mitsubishi,2014.0,Triton,Ute / Tray,USED,Manual,4WD,Diesel,8.1,221872.0,4,Ute / Tray,4,5,14413.0,2.5,10,NSW
249,Nissan,2015.0,Pulsar,Sedan,USED,Automatic,Front,Unleaded,6.7,90691.0,4,Sedan,4,5,14776.0,1.8,9,NSW
250,Mazda,2018.0,6,Sedan,USED,Automatic,Front,Unleaded,7.0,24305.0,4,Sedan,4,5,29990.0,2.5,6,NSW
251,Audi,2007.0,A4,Sedan,USED,Automatic,Front,Premium,8.3,168901.0,4,Sedan,4,5,7950.0,2.0,17,NSW
252,Honda,2005.0,Accord,Sedan,USED,Automatic,Front,Unleaded,9.3,167562.0,4,Sedan,4,5,7949.0,2.4,19,NSW
253,Audi,2016.0,SQ5,SUV,USED,Automatic,AWD,Diesel,6.8,152995.0,6,SUV,5,5,29999.0,3.0,8,NSW
254,Toyota,2007.0,Corolla,Sedan,USED,Automatic,Front,Unleaded,7.4,236946.0,4,Sedan,4,5,8880.0,1.8,17,NSW
255,Holden,2011.0,Commodore,Wagon,USED,Automatic,Rear,Unleaded,9.8,183580.0,6,Wagon,4,5,12990.0,3.6,13,NSW
257,Nissan,2015.0,X-Trail,SUV,USED,Automatic,Front,Diesel,5.3,124882.0,4,SUV,4,5,19888.0,1.6,9,NSW
258,Mazda,2005.0,6,Sedan,USED,Automatic,Front,Premium,8.9,247519.0,4,Sedan,4,5,5950.0,2.3,19,NSW
259,Audi,2021.0,Q3,SUV,USED,Automatic,Front,Premium,7.2,9819.0,4,SUV,4,5,51990.0,1.4,3,NSW
260,Lexus,2004.0,IS300,Sedan,USED,Automatic,Rear,Unleaded,10.5,124230.0,6,Sedan,4,5,16000.0,3.0,20,NSW
261,Mitsubishi,2020.0,Triton,Ute / Tray,USED,Automatic,Rear,Diesel,8.3,43839.0,4,Ute / Tray,2,2,33990.0,2.4,4,NSW
262,Hyundai,2012.0,I30,Hatchback,USED,Automatic,Front,Unleaded,6.9,106286.0,4,Hatchback,5,5,16990.0,1.8,12,NSW
264,Toyota,2018.0,Kluger,SUV,USED,Automatic,Front,Unleaded,9.1,128601.0,6,SUV,4,7,36888.0,3.5,6,NSW
265,Subaru,2011.0,Outback,SUV,USED,Automatic,AWD,Premium,10.3,91016.0,6,SUV,4,5,16999.0,3.6,13,NSW
266,Jaguar,2014.0,XF,Sedan,USED,Automatic,Rear,Diesel,5.2,38821.0,4,Sedan,4,5,29800.0,2.2,10,NSW
267,Nissan,2015.0,X-Trail,SUV,USED,Automatic,Front,Unleaded,7.9,94239.0,4,SUV,4,7,22990.0,2.5,9,NSW
268,Ford,2013.0,Ranger,Ute / Tray,USED,Manual,4WD,Diesel,9.4,167122.0,5,Ute / Tray,4,5,23913.0,3.2,11,NSW
269,Honda,2004.0,Accord,Sedan,USED,Automatic,Front,Premium,9.4,207966.0,4,Sedan,4,5,8990.0,2.4,20,NSW
270,Ford,2017.0,Ranger,Ute / Tray,USED,Manual,4WD,Diesel,8.3,108767.0,5,Ute / Tray,2,2,29999.0,3.2,7,NSW
271,Volkswagen,2015.0,Polo,Hatchback,USED,Automatic,Front,Premium,4.8,39578.0,4,Hatchback,5,5,16420.0,1.2,9,NSW
272,Mazda,2015.0,2,Hatchback,USED,Automatic,Front,Unleaded,4.9,105633.0,4,Hatchback,5,5,16990.0,1.5,9,NSW
273,Nissan,2002.0,Pulsar,Sedan,USED,Automatic,Front,Unleaded,8.0,169981.0,4,Sedan,4,5,7880.0,1.8,22,NSW
275,Hyundai,2015.0,Veloster,Hatchback,USED,Automatic,Front,Unleaded,6.4,138263.0,4,Hatchback,3,4,21995.0,1.6,9,NSW
276,Toyota,2006.0,Corolla,Hatchback,USED,Automatic,Front,Unleaded,7.4,238016.0,4,Hatchback,5,5,5999.0,1.8,18,NSW
278,Audi,2014.0,Q3,SUV,USED,Automatic,AWD,Diesel,5.9,73021.0,4,SUV,4,5,27995.0,2.0,10,NSW
279,Holden,2010.0,Cruze,Sedan,USED,Automatic,Front,Diesel,6.9,106831.0,4,Sedan,4,5,8995.0,2.0,14,NSW
280,Hyundai,2012.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.6,209552.0,4,Hatchback,5,5,7995.0,2.0,12,NSW
281,Mitsubishi,2021.0,Outlander,SUV,USED,Automatic,AWD,Unleaded,7.2,51311.0,4,SUV,4,5,30888.0,2.4,3,NSW
282,Toyota,2022.0,Yaris,Hatchback,USED,Automatic,Front,Hybrid,3.3,17984.0,3,Hatchback,5,5,39990.0,1.5,2,NSW
283,Jeep,2014.0,Grand,SUV,USED,Automatic,4WD,Diesel,7.5,137763.0,6,SUV,4,5,24990.0,3.0,10,NSW
284,Honda,2022.0,CR-V,SUV,USED,Automatic,Front,Unleaded,7.3,21532.0,4,SUV,4,5,39990.0,1.5,2,NSW
285,Land,2015.0,Rover,SUV,USED,Automatic,4WD,Diesel,8.8,139968.0,6,SUV,4,7,54990.0,3.0,9,NSW
286,MG,2022.0,ZS,Alto Blacktown MG,DEMO,Automatic,Front,Unleaded,7.1,15.0,4,SUV,4,5,23690.0,1.5,2,NSW
287,Mitsubishi,2015.0,Triton,Ute / Tray,USED,Manual,4WD,Diesel,7.2,154276.0,4,Ute / Tray,4,5,28990.0,2.4,9,NSW
288,Mercedes-Benz,2009.0,E500,Sedan,USED,Automatic,Rear,Premium,11.0,98170.0,8,Sedan,4,5,34990.0,5.5,15,NSW
290,Kia,2013.0,RIO,Hatchback,USED,Manual,Front,Unleaded,5.7,131990.0,4,Hatchback,5,5,11490.0,1.4,11,NSW
291,Toyota,2019.0,Corolla,Hatchback,USED,Automatic,Front,Unleaded,6.0,173605.0,4,Hatchback,5,5,18995.0,2.0,5,NSW
292,Toyota,2017.0,HiAce,Commercial,USED,Automatic,Rear,Diesel,8.7,160331.0,4,Commercial,4,2,34995.0,3.0,7,NSW
293,Holden,2010.0,Commodore,Wagon,USED,Automatic,Rear,Unleaded,9.3,203500.0,6,Wagon,4,5,7995.0,3.0,14,NSW
294,Toyota,2018.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,37726.0,4,Ute / Tray,4,5,49913.0,2.8,6,NSW
295,Mazda,2018.0,3,Hatchback,USED,Automatic,Front,Unleaded,6.1,50304.0,4,Hatchback,5,5,23400.0,2.5,6,NSW
296,BMW,2018.0,M140I,Hatchback,USED,Automatic,Rear,Premium,7.1,59223.0,6,Hatchback,5,5,44990.0,3.0,6,NSW
297,Hyundai,2013.0,Accent,Sedan,USED,Automatic,Front,Unleaded,6.4,103629.0,4,Sedan,4,5,12995.0,1.6,11,NSW
299,Jeep,2015.0,Grand,SUV,USED,Automatic,4WD,Diesel,7.5,92805.0,6,SUV,4,5,23913.0,3.0,9,NSW
300,Mercedes-Benz,2005.0,C200,Sedan,USED,Automatic,Rear,Unleaded,9.5,98800.0,4,Sedan,4,5,9888.0,1.8,19,NSW
301,Holden,2009.0,Commodore,Wagon,USED,Automatic,Rear,Unleaded,11.0,127994.0,6,Wagon,4,5,13990.0,3.6,15,NSW
302,Subaru,2015.0,Impreza,Hatchback,USED,Automatic,AWD,Unleaded,6.8,171352.0,4,Hatchback,5,5,15999.0,2.0,9,NSW
303,Mazda,2015.0,BT-50,Ute / Tray,USED,Automatic,4WD,Diesel,9.2,31931.0,5,Ute / Tray,4,5,38800.0,3.2,9,NSW
304,Suzuki,2011.0,Swift,Hatchback,USED,Automatic,Front,Unleaded,6.2,158817.0,4,Hatchback,5,5,11800.0,1.4,13,NSW
305,Volkswagen,2016.0,Golf,Hatchback,USED,Manual,Front,Premium,5.7,89757.0,4,Hatchback,5,5,16990.0,1.4,8,NSW
307,Mercedes-Benz,2011.0,E250,Sedan,USED,Automatic,Rear,Premium,7.6,120209.0,4,Sedan,4,5,18990.0,1.8,13,NSW
308,Holden,2011.0,Commodore,Wagon,USED,Automatic,Rear,Unleaded,8.9,174239.0,6,Wagon,4,5,13800.0,3.0,13,NSW
309,Toyota,2004.0,Camry,Sedan,USED,Automatic,Front,Unleaded,9.5,95362.0,4,Sedan,4,5,12995.0,2.4,20,NSW
310,Toyota,2018.0,C-HR,SUV,USED,Automatic,AWD,Premium,5.6,67615.0,4,SUV,4,5,32980.0,1.2,6,NSW
311,Peugeot,2017.0,308,Hatchback,USED,Automatic,Front,Premium,5.1,41522.0,3,Hatchback,5,5,18777.0,1.2,7,NSW
312,Audi,2018.0,Q2,SUV,USED,Automatic,Front,Premium,5.3,38238.0,4,SUV,4,5,35800.0,1.4,6,NSW
313,Kia,2018.0,Sorento,SUV,USED,Automatic,AWD,Diesel,7.2,157465.0,4,SUV,4,7,28950.0,2.2,6,NSW
314,BMW,2017.0,218I,Hatchback,USED,Automatic,Front,Premium,5.2,44286.0,3,Hatchback,4,5,26800.0,1.5,7,NSW
315,Hyundai,2017.0,Tucson,SUV,USED,Automatic,AWD,Diesel,6.8,116134.0,4,SUV,4,5,28880.0,2.0,7,NSW
316,Nissan,2007.0,Patrol,SUV,USED,Manual,4WD,Diesel,10.8,165374.0,4,SUV,4,7,32950.0,3.0,17,NSW
317,Hyundai,2020.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.4,40178.0,4,Hatchback,4,5,26300.0,2.0,4,NSW
318,Honda,2010.0,Accord,Sedan,USED,Automatic,Front,Premium,8.9,191701.0,4,Sedan,4,5,10499.0,2.4,14,NSW
319,Mitsubishi,2019.0,ASX,SUV,USED,Automatic,Front,Unleaded,7.6,43534.0,4,SUV,4,5,25990.0,2.0,5,NSW
320,Nissan,2015.0,Qashqai,SUV,USED,Automatic,Front,Unleaded,6.9,77936.0,4,SUV,4,5,23990.0,2.0,9,NSW
321,Toyota,2015.0,Landcruiser,Ute / Tray,USED,Manual,4WD,Diesel,11.5,217658.0,8,Ute / Tray,2,3,56913.0,4.5,9,NSW
322,Volkswagen,2015.0,Passat,Wagon,USED,Automatic,Front,Premium,6.0,49801.0,4,Wagon,4,5,26990.0,1.8,9,NSW
323,Subaru,2013.0,Forester,SUV,USED,Automatic,AWD,Unleaded,8.1,121608.0,4,SUV,4,5,16950.0,2.5,11,NSW
324,Renault,2014.0,Megane,Wagon,USED,Automatic,Front,Premium,5.6,112133.0,4,Wagon,4,5,13999.0,1.2,10,NSW
325,Renault,2018.0,Trafic,Commercial,USED,Manual,Front,Diesel,6.2,153438.0,4,Commercial,4,3,31950.0,1.6,6,NSW
326,Toyota,2013.0,Hilux,Ute / Tray,USED,Manual,Rear,Unleaded,11.0,215189.0,4,Ute / Tray,2,3,13995.0,2.7,11,NSW
327,Holden,2016.0,Cruze,Sedan,USED,Manual,Front,Unleaded,7.4,139558.0,4,Sedan,4,5,12990.0,1.6,8,NSW
328,Rolls-Royce,2011.0,Ghost,Sedan,USED,Automatic,Rear,Premium,13.6,45385.0,12,Sedan,4,5,329990.0,6.6,13,NSW
329,Volkswagen,2016.0,Crafter,Commercial,USED,Manual,Rear,Diesel,0.0,265837.0,4,Commercial,3,2,25995.0,2.0,8,NSW
330,Hyundai,2010.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.6,186939.0,4,Hatchback,5,5,10995.0,2.0,14,NSW
332,Kia,2015.0,Cerato,Hatchback,USED,Automatic,Front,Unleaded,7.1,103354.0,4,Hatchback,5,5,15888.0,1.8,9,NSW
333,Toyota,2012.0,Tarago,Wagon,USED,Automatic,Front,Unleaded,8.9,115000.0,4,Wagon,4,8,22999.0,2.4,12,NSW
334,Toyota,2017.0,Camry,Sedan,USED,Automatic,Front,Unleaded,7.9,97480.0,4,Sedan,4,5,23999.0,2.5,7,NSW
335,Toyota,2018.0,Corolla,Hatchback,USED,Automatic,Front,Unleaded,6.0,82020.0,4,Hatchback,5,5,29888.0,2.0,6,NSW
336,Honda,2020.0,HR-V,SUV,USED,Automatic,Front,Unleaded,6.7,29007.0,4,SUV,4,5,34990.0,1.8,4,NSW
337,Kia,2017.0,Sportage,SUV,USED,Automatic,Front,Unleaded,7.9,115759.0,4,SUV,4,5,24990.0,2.0,7,NSW
340,Toyota,2006.0,Camry,Sedan,USED,Automatic,Front,Unleaded,9.9,260901.0,4,Sedan,4,5,6990.0,2.4,18,NSW
341,Hyundai,2018.0,Iload,Commercial,USED,Automatic,Rear,Diesel,8.8,57505.0,4,Commercial,4,3,35995.0,2.5,6,NSW
342,Subaru,2009.0,Impreza,Sedan,USED,Manual,AWD,Premium,10.7,153891.0,4,Sedan,4,5,16420.0,2.5,15,NSW
343,Holden,2005.0,Rodeo,Ute / Tray,USED,Manual,Rear,Unleaded,0.0,169587.0,6,Ute / Tray,4,5,9913.0,3.5,19,NSW
344,BMW,2013.0,320D,Coupe,USED,Automatic,Rear,Diesel,5.3,170658.0,4,Coupe,2,4,17890.0,2.0,11,NSW
345,Toyota,2015.0,RAV4,SUV,USED,Automatic,Front,Unleaded,7.4,119342.0,4,SUV,4,5,21888.0,2.0,9,NSW
346,Volkswagen,2016.0,Amarok,Ute / Tray,USED,Automatic,4WD,Diesel,7.8,132194.0,6,Ute / Tray,4,5,41950.0,3.0,8,NSW
347,Holden,2017.0,Astra,Hatchback,USED,Automatic,Front,Premium,6.3,128928.0,4,Hatchback,5,5,15984.0,1.6,7,NSW
348,Toyota,2010.0,Kluger,SUV,USED,Automatic,4WD,Unleaded,11.0,269287.0,6,SUV,4,7,13995.0,3.5,14,NSW
349,Toyota,2019.0,Corolla,Hatchback,USED,Automatic,Front,Hybrid,4.2,60906.0,4,Hatchback,5,5,35990.0,1.8,5,NSW
350,Nissan,2015.0,X-Trail,SUV,USED,Automatic,Front,Unleaded,7.9,188702.0,4,SUV,4,5,14900.0,2.5,9,NSW
351,BMW,2017.0,X1,SUV,USED,Automatic,Front,Diesel,4.7,41275.0,4,SUV,4,5,34880.0,2.0,7,NSW
352,Mazda,2008.0,6,Wagon,USED,Automatic,Front,Premium,8.9,196135.0,4,Wagon,4,5,8950.0,2.5,16,NSW
353,Ford,2017.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.8,196114.0,5,Ute / Tray,4,5,36990.0,3.2,7,NSW
354,Hyundai,2009.0,Imax,Wagon,USED,Automatic,Rear,Premium,10.6,152352.0,4,Wagon,4,8,19990.0,2.4,15,NSW
355,Toyota,2013.0,RAV4,SUV,USED,Automatic,AWD,Diesel,6.5,165245.0,4,SUV,4,5,16995.0,2.2,11,NSW
356,Toyota,2012.0,Kluger,SUV,USED,Automatic,4WD,Unleaded,11.0,101222.0,6,SUV,4,7,23990.0,3.5,12,NSW
357,Holden,2018.0,Colorado,Ute / Tray,USED,Automatic,Rear,Diesel,8.8,164863.0,4,Ute / Tray,4,5,23888.0,2.8,6,NSW
358,Toyota,2016.0,Corolla,Hatchback,USED,Automatic,Front,Unleaded,6.1,74113.0,4,Hatchback,5,5,24950.0,1.8,8,NSW
359,Holden,2012.0,Captiva,SUV,USED,Automatic,AWD,Unleaded,11.3,121948.0,6,SUV,4,7,8999.0,3.0,12,NSW
360,Mercedes-Benz,2009.0,C200,Sedan,USED,Automatic,Rear,Premium,8.2,73989.0,4,Sedan,4,5,13913.0,1.8,15,NSW
361,Skoda,2010.0,Octavia,Wagon,USED,Automatic,Front,Diesel,5.5,81608.0,4,Wagon,4,5,11880.0,2.0,14,NSW
363,Lexus,2019.0,UX200,SUV,USED,Automatic,Front,Unleaded,5.8,5159.0,4,SUV,4,5,43990.0,2.0,5,NSW
364,Hyundai,2009.0,Imax,Wagon,USED,Automatic,Rear,Premium,10.6,240239.0,4,Wagon,4,8,15990.0,2.4,15,NSW
365,Hyundai,2019.0,Tucson,SUV,USED,Automatic,Front,Unleaded,7.9,104066.0,4,SUV,4,5,26990.0,2.0,5,NSW
367,Kia,2020.0,RIO,Hatchback,USED,Automatic,Front,Unleaded,6.0,67712.0,4,Hatchback,5,5,21800.0,1.4,4,NSW
368,Skoda,2019.0,Rapid,Wagon,USED,Automatic,Front,Premium,6.0,19768.0,4,Wagon,4,5,23990.0,1.4,5,NSW
369,Nissan,2018.0,Navara,Ute / Tray,USED,Manual,4WD,Diesel,6.5,62782.0,4,Ute / Tray,4,5,41990.0,2.3,6,NSW
371,Toyota,2017.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,162384.0,4,Ute / Tray,4,5,37888.0,2.8,7,NSW
372,Jaguar,2011.0,XF,Sedan,USED,Automatic,Rear,Diesel,6.8,133360.0,6,Sedan,4,5,23950.0,3.0,13,NSW
373,Mitsubishi,2017.0,ASX,SUV,USED,Automatic,Front,Unleaded,7.4,89044.0,4,SUV,4,5,20995.0,2.0,7,NSW
374,Kia,2021.0,Picanto,Hatchback,USED,Automatic,Front,Unleaded,5.8,4758.0,4,Hatchback,5,5,20444.0,1.2,3,NSW
375,Toyota,2015.0,RAV4,SUV,USED,Automatic,Front,Unleaded,7.4,130569.0,4,SUV,4,5,23400.0,2.0,9,NSW
376,Honda,2017.0,Civic,Hatchback,USED,Manual,Front,Premium,8.8,88363.0,4,Hatchback,5,4,49880.0,2.0,7,NSW
377,Toyota,2007.0,RAV4,SUV,USED,Manual,4WD,Unleaded,9.6,192415.0,4,SUV,4,5,10999.0,2.4,17,NSW
378,Isuzu,2013.0,D-MAX,Ute / Tray,USED,Manual,Rear,Diesel,8.0,223907.0,4,Ute / Tray,2,2,14913.0,3.0,11,NSW
379,Ford,2012.0,Territory,SUV,USED,Automatic,AWD,Diesel,9.0,157563.0,6,SUV,4,7,16999.0,2.7,12,NSW
380,Isuzu,2016.0,D-MAX,Ute / Tray,USED,Automatic,4WD,Diesel,8.1,310215.0,4,Ute / Tray,2,4,21990.0,3.0,8,NSW
381,Mazda,2016.0,3,Sedan,USED,Manual,Front,Unleaded,5.8,209628.0,4,Sedan,4,5,13995.0,2.0,8,NSW
382,Kia,2018.0,Carnival,Wagon,USED,Automatic,Front,Unleaded,11.6,76027.0,6,Wagon,4,8,41999.0,3.3,6,NSW
383,Kia,2011.0,Cerato,Coupe,USED,Automatic,Front,Unleaded,7.8,97125.0,4,Coupe,2,5,11990.0,2.0,13,NSW
384,Mazda,2019.0,3,Hatchback,USED,Manual,Front,Unleaded,6.2,55677.0,4,Hatchback,5,5,24888.0,2.0,5,NSW
385,Toyota,2009.0,Camry,Sedan,USED,Automatic,Front,Unleaded,8.8,134916.0,4,Sedan,4,5,9990.0,2.4,15,NSW
386,Ford,2016.0,Focus,Hatchback,USED,Manual,Front,Premium,7.3,117686.0,4,Hatchback,5,5,26888.0,2.0,8,NSW
387,Holden,2015.0,Trax,SUV,USED,Automatic,Front,Unleaded,6.9,146059.0,4,SUV,4,5,11995.0,1.4,9,NSW
388,Nissan,2018.0,X-Trail,SUV,USED,Automatic,Front,Unleaded,8.1,98754.0,4,SUV,4,7,24888.0,2.5,6,NSW
389,Holden,2014.0,Commodore,Sedan,USED,Automatic,Rear,Unleaded,9.5,207234.0,6,Sedan,4,5,19995.0,3.6,10,NSW
391,Holden,2010.0,Calais,Sedan,USED,Automatic,Rear,Premium,14.6,176052.0,8,Sedan,4,5,18999.0,6.0,14,NSW
392,Fiat,2015.0,500,Hatchback,USED,Manual,Front,Premium,5.1,79452.0,4,Hatchback,3,4,9800.0,1.2,9,NSW
393,Mazda,2012.0,2,Hatchback,USED,Automatic,Front,Unleaded,6.8,139976.0,4,Hatchback,5,5,12990.0,1.5,12,NSW
394,Volkswagen,2015.0,Golf,Hatchback,USED,Automatic,Front,Premium,6.6,98900.0,4,Hatchback,5,5,26888.0,2.0,9,NSW
395,Mercedes-Benz,2016.0,GLA250,SUV,USED,Automatic,AWD,Premium,7.0,99459.0,4,SUV,4,5,34950.0,2.0,8,NSW
396,Haval,2020.0,H9,SUV,USED,Automatic,4WD,Premium,10.9,34291.0,4,SUV,4,7,37990.0,2.0,4,NSW
397,Mazda,2017.0,CX-5,SUV,USED,Automatic,AWD,Unleaded,7.5,37811.0,4,SUV,4,5,39990.0,2.5,7,NSW
398,Holden,2012.0,Commodore,Sedan,USED,Automatic,Rear,Unleaded,8.9,181747.0,6,Sedan,4,5,11800.0,3.0,12,NSW
400,Ford,2020.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.0,79801.0,4,Ute / Tray,4,5,46990.0,2.2,4,NSW
401,Hyundai,2017.0,Iload,Commercial,USED,Automatic,Rear,Diesel,8.8,91989.0,4,Commercial,4,3,34990.0,2.5,7,NSW
402,Hyundai,2013.0,I30,Hatchback,USED,Automatic,Front,Unleaded,6.9,107647.0,4,Hatchback,5,5,16880.0,1.8,11,NSW
403,Hyundai,2018.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.4,86144.0,4,Hatchback,4,5,21990.0,2.0,6,NSW
404,Volvo,2013.0,V60,Wagon,USED,Automatic,Front,Premium,7.8,120720.0,4,Wagon,4,5,16880.0,1.6,11,NSW
405,Mazda,2015.0,6,Sedan,USED,Automatic,Front,Unleaded,6.6,201306.0,4,Sedan,4,5,12999.0,2.5,9,NSW
406,Kia,2022.0,Stonic,SUV,USED,Automatic,Front,Unleaded,6.7,12412.0,4,SUV,4,5,24990.0,1.4,2,NSW
407,Lexus,2019.0,RX300,SUV,USED,Automatic,Front,Premium,8.1,41988.0,4,SUV,4,5,52888.0,2.0,5,NSW
408,Subaru,2015.0,XV,SUV,USED,Automatic,AWD,Unleaded,7.1,117106.0,4,SUV,4,5,21488.0,2.0,9,NSW
410,Volkswagen,2014.0,Tiguan,SUV,USED,Automatic,Front,Premium,7.3,85601.0,4,SUV,4,5,17999.0,1.4,10,NSW
412,Hyundai,2017.0,Accent,Hatchback,USED,Automatic,Front,Unleaded,6.6,153986.0,4,Hatchback,5,5,16995.0,1.6,7,NSW
413,Toyota,2015.0,Camry,Sedan,USED,Automatic,Front,Unleaded,7.8,70759.0,4,Sedan,4,5,24990.0,2.5,9,NSW
414,Toyota,2023.0,Landcruiser,Ute / Tray,USED,Manual,AWD,Diesel,10.7,535.0,8,Ute / Tray,4,5,119950.0,4.5,1,NSW
